,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2819880,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-10,-23.0,-3.0,3.0,-42.0,-23.0,15.0
2819881,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-11,-38.0,-21.0,-20.0,-51.0,-31.0,21.0
2819882,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-12,-25.0,-4.0,-3.0,-42.0,-18.0,16.0
2819883,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-13,-22.0,1.0,10.0,-39.0,-1.0,10.0
2819884,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-14,-21.0,0.0,23.0,-36.0,-3.0,7.0
2819885,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-15,-14.0,10.0,17.0,-36.0,-20.0,15.0
2819886,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-16,-17.0,9.0,16.0,-33.0,-24.0,14.0
2819887,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-17,-18.0,5.0,14.0,-38.0,-20.0,14.0
2819888,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-18,-16.0,7.0,13.0,-34.0,-23.0,15.0
2819889,PH,Philippines,Eastern Visayas,,,PH-08,,ChIJDUs8_P7bCTMRWsKGBxUGoVY,2021-03-19,-20.0,3.0,10.0,-35.0,-16.0,15.0
2819890,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-15,4.0,0.0,5.0,0.0,8.0,0.0
2819891,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-16,3.0,0.0,3.0,0.0,1.0,1.0
2819892,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-17,-3.0,-2.0,-1.0,-3.0,5.0,1.0
2819893,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-18,-2.0,0.0,0.0,-5.0,7.0,1.0
2819894,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-19,-3.0,-6.0,-4.0,-5.0,10.0,0.0
2819895,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-20,-6.0,-7.0,-7.0,-11.0,5.0,1.0
2819896,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-21,-3.0,-6.0,-3.0,-7.0,9.0,1.0
2819897,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-22,2.0,-1.0,7.0,-3.0,9.0,1.0
2819898,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-23,3.0,0.0,8.0,-2.0,2.0,2.0
2819899,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-24,4.0,0.0,9.0,-1.0,4.0,1.0
2819900,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-25,5.0,2.0,9.0,-4.0,-44.0,11.0
2819901,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-26,-2.0,-4.0,-2.0,-5.0,9.0,0.0
2819902,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-27,-6.0,-6.0,-4.0,-10.0,6.0,1.0
2819903,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-28,-2.0,-6.0,-2.0,-7.0,10.0,0.0
2819904,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-02-29,1.0,0.0,-1.0,-4.0,10.0,0.0
2819905,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-01,2.0,1.0,1.0,-6.0,4.0,1.0
2819906,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-02,-5.0,-7.0,-5.0,-11.0,-5.0,3.0
2819907,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-03,0.0,0.0,4.0,-4.0,7.0,1.0
2819908,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-04,2.0,-1.0,-3.0,-6.0,11.0,1.0
2819909,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-05,0.0,-1.0,-4.0,-6.0,8.0,1.0
2819910,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-06,-1.0,-5.0,-2.0,-6.0,9.0,1.0
2819911,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-07,-1.0,-4.0,3.0,-7.0,11.0,1.0
2819912,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-08,-1.0,-4.0,3.0,-10.0,5.0,1.0
2819913,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-09,-3.0,-4.0,1.0,-6.0,6.0,2.0
2819914,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-10,-3.0,0.0,-3.0,-9.0,6.0,2.0
2819915,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-11,-1.0,-3.0,-3.0,-9.0,7.0,1.0
2819916,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-12,-2.0,-1.0,-5.0,-9.0,4.0,2.0
2819917,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-13,0.0,3.0,-5.0,-8.0,1.0,3.0
2819918,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-14,-14.0,-7.0,-17.0,-15.0,-1.0,5.0
2819919,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-15,-32.0,-21.0,-23.0,-36.0,-6.0,7.0
2819920,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-16,-28.0,-21.0,-15.0,-36.0,-40.0,15.0
2819921,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-17,-48.0,-34.0,-24.0,-51.0,-52.0,17.0
2819922,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-18,-62.0,-51.0,-35.0,-63.0,-60.0,23.0
2819923,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-19,-68.0,-57.0,-40.0,-68.0,-65.0,25.0
2819924,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-20,-73.0,-64.0,-46.0,-74.0,-65.0,29.0
2819925,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-21,-77.0,-66.0,-55.0,-75.0,-48.0,23.0
2819926,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-22,-80.0,-71.0,-58.0,-78.0,-42.0,21.0
2819927,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-23,-74.0,-65.0,-45.0,-74.0,-69.0,31.0
2819928,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-24,-75.0,-65.0,-45.0,-74.0,-70.0,30.0
2819929,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-25,-75.0,-66.0,-47.0,-75.0,-69.0,29.0
2819930,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-26,-76.0,-68.0,-46.0,-75.0,-70.0,30.0
2819931,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-27,-76.0,-67.0,-51.0,-76.0,-68.0,32.0
2819932,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-28,-78.0,-68.0,-56.0,-77.0,-50.0,25.0
2819933,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-29,-82.0,-77.0,-59.0,-80.0,-43.0,23.0
2819934,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-30,-77.0,-69.0,-47.0,-77.0,-70.0,32.0
2819935,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-03-31,-76.0,-68.0,-45.0,-74.0,-70.0,30.0
2819936,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-01,-76.0,-71.0,-47.0,-76.0,-69.0,30.0
2819937,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-02,-77.0,-70.0,-47.0,-76.0,-70.0,31.0
2819938,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-03,-78.0,-70.0,-51.0,-77.0,-68.0,33.0
2819939,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-04,-80.0,-72.0,-57.0,-79.0,-50.0,26.0
2819940,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-05,-82.0,-78.0,-59.0,-81.0,-44.0,24.0
2819941,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-06,-76.0,-68.0,-47.0,-76.0,-69.0,32.0
2819942,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-07,-75.0,-65.0,-46.0,-73.0,-69.0,31.0
2819943,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-08,-73.0,-64.0,-45.0,-73.0,-68.0,29.0
2819944,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-09,-82.0,-76.0,-49.0,-78.0,-74.0,32.0
2819945,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-10,-87.0,-84.0,-56.0,-85.0,-76.0,36.0
2819946,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-11,-80.0,-71.0,-56.0,-80.0,-52.0,26.0
2819947,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-12,-82.0,-78.0,-59.0,-82.0,-43.0,23.0
2819948,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-13,-73.0,-65.0,-45.0,-74.0,-67.0,32.0
2819949,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-14,-73.0,-63.0,-45.0,-74.0,-67.0,30.0
2819950,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-15,-72.0,-65.0,-46.0,-74.0,-66.0,30.0
2819951,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-16,-74.0,-66.0,-46.0,-75.0,-67.0,30.0
2819952,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-17,-76.0,-68.0,-50.0,-78.0,-65.0,33.0
2819953,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-18,-80.0,-72.0,-56.0,-79.0,-46.0,25.0
2819954,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-19,-83.0,-79.0,-58.0,-81.0,-40.0,23.0
2819955,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-20,-73.0,-65.0,-44.0,-76.0,-66.0,31.0
2819956,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-21,-74.0,-65.0,-44.0,-74.0,-66.0,30.0
2819957,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-22,-74.0,-68.0,-47.0,-75.0,-65.0,29.0
2819958,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-23,-75.0,-70.0,-47.0,-76.0,-67.0,29.0
2819959,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-24,-76.0,-71.0,-52.0,-78.0,-64.0,32.0
2819960,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-25,-80.0,-73.0,-57.0,-79.0,-44.0,25.0
2819961,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-26,-82.0,-79.0,-59.0,-82.0,-38.0,23.0
2819962,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-27,-74.0,-67.0,-47.0,-76.0,-64.0,31.0
2819963,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-28,-73.0,-65.0,-46.0,-74.0,-64.0,29.0
2819964,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-29,-71.0,-65.0,-43.0,-73.0,-62.0,28.0
2819965,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-04-30,-79.0,-60.0,-45.0,-66.0,-64.0,29.0
2819966,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-01,-81.0,-61.0,-49.0,-68.0,-65.0,31.0
2819967,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-02,-82.0,-61.0,-56.0,-69.0,-40.0,24.0
2819968,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-03,-84.0,-70.0,-57.0,-72.0,-35.0,22.0
2819969,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-04,-77.0,-54.0,-45.0,-61.0,-60.0,28.0
2819970,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-05,-76.0,-52.0,-43.0,-58.0,-59.0,27.0
2819971,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-06,-74.0,-51.0,-43.0,-56.0,-57.0,27.0
2819972,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-07,-76.0,-52.0,-43.0,-58.0,-58.0,27.0
2819973,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-08,-77.0,-52.0,-48.0,-59.0,-55.0,29.0
2819974,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-09,-79.0,-54.0,-54.0,-63.0,-33.0,23.0
2819975,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-10,-78.0,-60.0,-53.0,-65.0,-26.0,19.0
2819976,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-11,-74.0,-49.0,-42.0,-56.0,-55.0,28.0
2819977,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-12,-74.0,-47.0,-41.0,-53.0,-56.0,27.0
2819978,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-13,-74.0,-51.0,-42.0,-55.0,-54.0,26.0
2819979,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-14,-74.0,-51.0,-42.0,-57.0,-56.0,26.0
2819980,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-15,-75.0,-51.0,-49.0,-58.0,-53.0,28.0
2819981,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-16,-77.0,-54.0,-56.0,-63.0,-33.0,22.0
2819982,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-17,-76.0,-56.0,-54.0,-62.0,-22.0,20.0
2819983,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-18,-66.0,-36.0,-39.0,-42.0,-47.0,25.0
2819984,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-19,-68.0,-38.0,-38.0,-44.0,-49.0,24.0
2819985,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-20,-64.0,-40.0,-40.0,-44.0,-47.0,23.0
2819986,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-21,-66.0,-40.0,-39.0,-47.0,-49.0,24.0
2819987,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-22,-69.0,-46.0,-44.0,-51.0,-46.0,22.0
2819988,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-23,-73.0,-47.0,-51.0,-57.0,-22.0,20.0
2819989,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-24,-77.0,-60.0,-53.0,-65.0,-21.0,19.0
2819990,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-25,-68.0,-42.0,-37.0,-52.0,-57.0,27.0
2819991,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-26,-65.0,-38.0,-37.0,-43.0,-45.0,21.0
2819992,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-27,-65.0,-40.0,-38.0,-43.0,-44.0,22.0
2819993,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-28,-66.0,-41.0,-38.0,-46.0,-46.0,23.0
2819994,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-29,-66.0,-41.0,-42.0,-48.0,-42.0,24.0
2819995,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-30,-69.0,-42.0,-49.0,-51.0,-13.0,18.0
2819996,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-05-31,-73.0,-55.0,-50.0,-59.0,-13.0,17.0
2819997,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-01,-61.0,-32.0,-37.0,-39.0,-41.0,22.0
2819998,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-02,-62.0,-32.0,-35.0,-38.0,-42.0,21.0
2819999,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-03,-59.0,-33.0,-35.0,-38.0,-40.0,21.0
2820000,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-04,-60.0,-33.0,-35.0,-38.0,-42.0,21.0
2820001,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-05,-55.0,-36.0,-41.0,-43.0,-39.0,23.0
2820002,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-06,-59.0,-37.0,-46.0,-48.0,-10.0,17.0
2820003,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-07,-64.0,-49.0,-47.0,-54.0,-9.0,17.0
2820004,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-08,-52.0,-31.0,-35.0,-39.0,-41.0,22.0
2820005,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-09,-52.0,-31.0,-33.0,-39.0,-41.0,20.0
2820006,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-10,-50.0,-33.0,-34.0,-37.0,-39.0,20.0
2820007,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-11,-49.0,-31.0,-34.0,-37.0,-41.0,21.0
2820008,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-12,-58.0,-39.0,-41.0,-50.0,-50.0,26.0
2820009,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-13,-58.0,-37.0,-46.0,-47.0,-11.0,17.0
2820010,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-14,-64.0,-50.0,-47.0,-56.0,-8.0,17.0
2820011,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-15,-48.0,-30.0,-33.0,-36.0,-39.0,21.0
2820012,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-16,-45.0,-23.0,-30.0,-31.0,-38.0,19.0
2820013,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-17,-45.0,-28.0,-29.0,-33.0,-38.0,19.0
2820014,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-18,-45.0,-36.0,-23.0,-45.0,-40.0,19.0
2820015,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-19,-50.0,-41.0,-31.0,-52.0,-38.0,22.0
2820016,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-20,-53.0,-39.0,-36.0,-52.0,-6.0,15.0
2820017,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-21,-53.0,-45.0,-34.0,-55.0,-1.0,15.0
2820018,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-22,-44.0,-35.0,-20.0,-45.0,-38.0,21.0
2820019,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-23,-43.0,-32.0,-21.0,-42.0,-40.0,21.0
2820020,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-24,-43.0,-33.0,-21.0,-42.0,-37.0,20.0
2820021,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-25,-43.0,-34.0,-21.0,-43.0,-39.0,20.0
2820022,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-26,-49.0,-38.0,-26.0,-47.0,-37.0,21.0
2820023,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-27,-53.0,-40.0,-34.0,-51.0,-9.0,15.0
2820024,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-28,-58.0,-51.0,-40.0,-59.0,-8.0,15.0
2820025,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-29,-45.0,-34.0,-22.0,-44.0,-39.0,20.0
2820026,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-06-30,-41.0,-28.0,-18.0,-39.0,-39.0,20.0
2820027,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-07-01,-40.0,-30.0,-18.0,-40.0,-36.0,19.0
2820028,PH,Philippines,Ilocos Region,,,PH-01,,ChIJi_RPNjrJjjMRzYB5Jl1fMTI,2020-07-02,-43.0,-32.0,-19.0,-44.0,-39.0,20.0
